title,featuredLevel,publishDate,price,numBedrooms,numBathrooms,propertyType,propertySize,category,m_totalImages,ber_rating,longitude,latitude
"65 Tory Square, Waterville, Blanchardstown, Dublin 15",standard,1/28/2022,255000,2,1,Apartment,85,Buy,19,C3,-6.595472,53.241995
"35 St Pancras Avenue, Terenure, Dublin 6W",standard,1/30/2022,975000,4,4,Terrace,186,Buy,23,SI_666,-6.326419,53.319067
"Apartment 47, Merchamp, Seafield Road East, Clontarf, Dublin 3",standard,1/14/2022,325000,2,1,Apartment,63,Buy,13,C2,-8.1975561,52.8642968
"33 Hillbrook Woods, Blanchardstown, Dublin 15",standard,1/30/2022,265000,2,2,Terrace,65,Buy,14,C1,-10.089836,51.758222
"Apartment 79, 109 Parnell Street, Dublin 1",standard,1/28/2022,210000,1,1,Apartment,41,Buy,27,C3,-8.323288,53.744809
"Belmayne Park North, Balgriffin, Balgriffin, Dublin 13",standard,1/26/2022,240000,2,2,Apartment,64,Buy,10,G,-8.135302,51.929255
"108 Castle View Road, Clondalkin, Clondalkin, Dublin 22",standard,1/28/2022,390000,3,1,Semi-D,85,Buy,28,C1,-7.335289,53.52786
"51 Merchant Square, East Wall, East Wall, Dublin 3",standard,1/27/2022,325000,2,1,Terrace,61,Buy,8,G,-6.7798611,52.8619727
"7 Fairfield Avenue, East Wall, East Wall, Dublin 3",standard,1/21/2022,235000,1,1,Apartment,44,Buy,19,A3,-6.589183,53.243907
"Penthouse 10 Waltham Clonfadda Wood Blackrock, Blackrock, Co. Dublin",standard,1/29/2022,795000,2,1,Apartment,200,Buy,104,B2,-9.318156,52.927723
"11 Brighton Avenue, Clontarf, Clontarf, Dublin 3",standard,1/14/2022,380000,2,1,End of Terrace,68,Buy,20,D2,-7.120946,52.262607
"76 The Links, Donabate, Co. Dublin",standard,1/25/2022,460000,4,3,Semi-D,73,Buy,13,C3,-6.246765,53.26815
"Epernay Bohernabreena Road, Bohernabreena, Co. Dublin",standard,1/30/2022,550000,3,2,House,263,Buy,9,E1,-6.667876,53.25281
"13 Yellow Meadows Avenue, Clondalkin, Dublin 22",standard,1/29/2022,249000,3,1,Terrace,76,Buy,26,B3,-7.050391,52.379522
"18 Westpark Crescent, Citywest, Co. Dublin",standard,1/29/2022,195000,2,1,Apartment,105,Buy,11,D2,-8.47898,54.279385
"191 Moyville, Rathfarnham, Dublin 16",standard,1/28/2022,579000,4,3,Semi-D,130,Buy,47,B3,-6.147079,53.398749
"11 Yellow Meadows Grove, Clondalkin, Dublin 22",standard,1/28/2022,300000,3,2,Semi-D,,Buy,15,D2,-6.400208,54.00997
"214 Clonkeen Road, Deansgrange, Blackrock, Co. Dublin",standard,1/14/2022,695000,3,2,Semi-D,104,Buy,14,C3,-8.2967453,55.0710303
"6 Cedarhurst Road, Castleknock, Dublin 15",standard,1/14/2022,380000,2,2,Apartment,82,Buy,4,SI_666,-7.719602,54.958626
"Apt 9, The Sycamore, Grattan Wood, Hole-in-the-Wall Road, Donaghmede, Dublin 13",standard,1/30/2022,235000,2,2,Apartment,,Buy,25,E2,-9.72223,52.27795
"17 Conquer Hill Road, Clontarf, Dublin 3",standard,1/30/2022,490000,2,2,Terrace,85,Buy,27,C1,-8.608256,51.926842
"Casuarinas, Grove Road, Malahide, Co. Dublin",standard,1/30/2022,1695000,4,2,Detached,118,Buy,18,B3,-9.20931,53.622125
"Apartment 69, The Millennium Tower, Grand Canal Dock, Dublin 2",standard,1/30/2022,600000,2,1,Apartment,78,Buy,11,C3,-6.309827,53.346802
"87 Griffith Hall, Drumcondra, Dublin 9",standard,1/30/2022,245000,1,1,Apartment,49,Buy,10,E2,-6.168249,53.527883
"68 Temple Court, Northwood, Santry, Dublin 9",standard,1/30/2022,320000,3,2,Apartment,120,Buy,26,D1,-6.240894,53.679635
"6 Ridge Hill, Ballybrack, Co. Dublin",standard,1/25/2022,324950,2,2,Apartment,77,Buy,17,SI_666,-6.422523,53.390046
"31 Wyteleaf Grove, Donaghmede, Donaghmede, Dublin 5",standard,1/14/2022,345000,3,1,Semi-D,80,Buy,14,F,-9.158073,54.116748
"Apartment 23, Village Court, Rathfarnham, Dublin 14",standard,1/17/2022,295000,1,1,Apartment,118,Buy,11,G,-8.301654,53.967058
"53 Drynam Drive, Drynam Hall, Kinsealy, Co. Dublin",standard,1/28/2022,325000,2,2,Terrace,102,Buy,23,SI_666,-9.77351,51.972874
"10 Alderwood Park, Tallaght, Dublin 24",standard,1/30/2022,285000,3,2,Terrace,115,Buy,22,C1,-7.712293,52.366816
"20 Riverwood Lawn, Castleknock, Dublin 15",standard,1/30/2022,490000,3,3,Semi-D,110,Buy,15,D2,-6.277353,53.349858
"7 Larkfield View, Clay Farm, Leopardstown, Dublin 18",standard,1/30/2022,599950,3,3,Semi-D,106,Buy,13,SI_666,-9.77351,51.972874
"30 Oldbridge Green, Griffeen Glen, Lucan, Co. Dublin",standard,1/13/2022,324950,3,3,Semi-D,,Buy,4,SI_666,-7.911222,52.380139
"13 Annagh Court, Waterville, Blanchardstown, Dublin 15",standard,1/28/2022,249000,2,2,Townhouse,88,Buy,16,D2,-6.41839,53.321817
"Apartment 18, Greenville Court, Blackrock, Co. Dublin",standard,1/27/2022,360000,2,1,Apartment,63,Buy,12,G,-6.346835,53.32328
"Apartment 49, Block A, The Waterside, Dublin 4",standard,1/26/2022,395000,2,1,Apartment,48,Buy,12,C2,-8.655381,52.64006
"189 The Rise, Belgard Heights, Tallaght, Dublin 24",standard,1/13/2022,445000,4,2,Semi-D,122,Buy,16,D1,-8.5948,52.631869
"Westminster Hall, Westminster Road, Foxrock, Dublin 18",standard,1/21/2022,585000,2,2,Apartment,104,Buy,10,C2,-8.456863,51.914808
"14 The Linden Riversdale Dundrum Dublin 16, Dundrum, Dublin 16",standard,1/29/2022,450000,2,2,Apartment,81,Buy,7,F,-6.281232,53.363816
"96 Rosemount Estate, Dundrum, Dundrum, Dublin 14",standard,1/25/2022,494950,3,2,Semi-D,117,Buy,17,D2,-7.481594,53.276389
"9 Marley Grove, Rathfarnham, Rathfarnham, Dublin 14",standard,1/28/2022,595000,3,1,Semi-D,97,Buy,12,G,-7.676697,53.325826
"2 Latchford Park, Clonee, Dublin 15",standard,1/13/2022,375000,3,3,Semi-D,85,Buy,12,D1,-6.068458,53.127964
"63 Foxhill Avenue, Ayrfield, Donaghmede, Dublin 13",standard,1/28/2022,445000,5,2,Semi-D,173,Buy,23,B3,-6.779639,54.158744
"6 The Ramparts, Victoria Road, Rathgar, Dublin 6",standard,1/30/2022,395000,2,1,Apartment,57,Buy,11,E1,-7.535338224,55.09806697
"4 College Park Avenue, Ballinteer, Dublin 16",standard,1/30/2022,650000,4,2,Semi-D,110,Buy,17,C1,-6.194536,53.258478
"28 O'Daly Road, Drumcondra, Dublin 9",standard,1/30/2022,450000,3,2,Terrace,94,Buy,31,G,-6.308473,53.300137
"11 Thomastown Crescent, Sallynoggin, Co. Dublin",standard,1/30/2022,380000,3,1,Terrace,108,Buy,16,E2,-6.126288,53.285535
"38 Jugback Green, Applewood, Swords, Co. Dublin",standard,1/26/2022,230000,2,1,Apartment,58,Buy,10,A2,-9.683093,52.283244
"107 Grace O'Malley Road, Howth, Dublin 13",standard,1/13/2022,510000,3,1,End of Terrace,71,Buy,24,D2,-7.163449,52.859876
"79 Hillbrook Woods, Blanchardstown, Blanchardstown, Dublin 15",standard,1/20/2022,230000,2,1,Terrace,65,Buy,11,C2,-8.093941,53.947672
"8 Saint Peter's Road, Walkinstown, Walkinstown, Dublin 12",standard,1/18/2022,475000,3,2,End of Terrace,108,Buy,11,XXX,-6.236527,53.330572
"32 Villiers Road, Rathgar, Dublin 6",standard,1/30/2022,1690000,5,4,Terrace,211,Buy,67,B2,-8.643268,52.189981
"11 Carr's Mill, Donabate, Co. Dublin",standard,1/29/2022,395000,3,3,Terrace,89,Buy,16,C2,-6.389282,53.33788
"100 Oranmore Road, Ballyfermot, Dublin 10",standard,1/29/2022,239000,2,2,Terrace,79,Buy,41,B3,-6.763595,53.971265
"44 Avonbeg Gardens, Tallaght, Dublin 24",standard,1/29/2022,285000,3,1,Terrace,88,Buy,16,E1,-6.991973,52.987748
"18 & 19 Thomas Hand Street, Skerries, Co. Dublin",standard,1/28/2022,395000,2,1,Detached,90,Buy,9,C3,-6.9434374,52.8273619
"1 Talavera House, Myrtle Drive, The Coast, Baldoyle, Dublin 13",standard,1/30/2022,375000,3,2,End of Terrace,84,Buy,41,C1,-9.276248,52.394552
"3 Belcamp Manor, Malahide Road, Balgriffin, Dublin 17",standard,1/30/2022,435000,4,3,Terrace,130,Buy,12,D1,-8.086577,53.946605
"Baltimore, 44D Station Road, Sutton, Dublin 13",standard,1/25/2022,710000,4,3,Detached,161,Buy,6,SI_666,-6.861258,53.727039
"4 The Court, The Paddocks Road, Lucan, Co. Dublin",standard,1/13/2022,275000,2,2,Apartment,87,Buy,23,D1,-6.669334,53.212837
"81A Woodlawn Park Drive, Firhouse, Dublin 24",standard,1/28/2022,195000,3,1,Detached,260,Buy,25,E2,-6.17834,53.276822
"9 Sharavogue Glenageary, Glenageary, Co. Dublin",standard,1/29/2022,895000,4,3,Detached,156,Buy,8,F,-7.865502,53.92077
"Apartment 6, Manor Hall, Mount Brown, Kilmainham, Dublin 8",standard,1/28/2022,259950,2,1,Apartment,145,Buy,12,D2,-6.225116,53.289477
"Apartment 19, Sorrento Court, Dalkey, Co. Dublin",standard,1/25/2022,475000,2,1,Apartment,79,Buy,23,C3,-6.24288,53.349565
"4 Belcamp Manor, Balgriffin, Dublin 13",standard,1/28/2022,445000,4,3,Semi-D,136,Buy,25,C2,-8.972137,52.829487
"Ivanhoe, Bird Avenue, Clonskeagh, Dublin 14",standard,1/28/2022,695000,3,1,Semi-D,105,Buy,16,C1,-8.182064,52.516813
"88 Summerhill, Dublin 1",standard,1/28/2022,475000,3,3,End of Terrace,193,Buy,20,B3,-6.908212,52.825427
"11 Carr's Mill, Donabate, Co. Dublin",standard,1/28/2022,395000,3,3,End of Terrace,115,Buy,17,C1,-8.422862,51.916908
"69 Lakelands Close, Stillorgan, Co. Dublin",standard,1/17/2022,650000,4,3,Semi-D,155,Buy,6,SI_666,-9.16656786,53.46080492
"48 Ashbrook, Navan Road, Ashtown, Dublin 15",standard,1/30/2022,275000,2,1,Apartment,52,Buy,22,C1,-6.381498,53.378337
"53 John McCormack Avenue, Walkinstown, Dublin 12",standard,1/12/2022,399950,3,2,End of Terrace,102,Buy,26,C1,-8.321972,51.855768
"90A Mulvey Park, Dundrum, Dublin 14",standard,1/28/2022,850000,3,3,Detached,125,Buy,9,XXX,-6.1287943,53.1870506
"26 Forest Court, Swords, Co. Dublin",standard,1/28/2022,349950,3,2,Semi-D,87,Buy,15,C3,-7.294431,53.415546
"3A Allen Park Drive, Stillorgan, Co. Dublin",standard,1/28/2022,485000,2,1,End of Terrace,71,Buy,23,C3,-7.415436,52.34353
"Apartment 37, Westend Village, Blanchardstown, Dublin 15",standard,1/27/2022,240000,2,1,Apartment,65,Buy,7,G,-8.074487,53.694122
"9a St John's Park, Monkstown, Co. Dublin",standard,1/30/2022,1295000,4,2,Detached,155,Buy,14,C3,-6.24641,53.31521
"16 Kempton Lawn, Dublin 7, Co. Dublin",standard,1/30/2022,650000,4,3,Semi-D,120,Buy,10,D2,-6.341305,53.713633
"24 Garryknock, Bracken Park Drive, Castleknock, Dublin 15",standard,1/25/2022,350000,2,1,Apartment,111,Buy,10,C1,-8.297266,53.963347
"289 Landen Road, Ballyfermot, Ballyfermot, Dublin 10",standard,1/19/2022,230000,2,1,End of Terrace,71,Buy,13,F,-8.265622,51.909075
"Apartment 9, Baltrasna House, Dublin 1",standard,1/24/2022,350000,2,2,Apartment,72,Buy,16,F,-8.38332,51.819534
"18 Vale View Lawn, The Park, Cabinteely, Dublin 18",standard,1/12/2022,630000,4,1,Semi-D,110,Buy,16,C2,-9.009134,53.271934
"58 Forest Hills, Rathcoole, Co. Dublin",standard,1/29/2022,295000,3,1,Terrace,98,Buy,1,C2,-6.3779452,53.3329699
"95 Kiltipper Gate, Kiltipper, Dublin 24",standard,1/29/2022,225000,2,2,Apartment,64,Buy,5,D1,-9.790017,52.105579
"67 Kilfenora Road, Kimmage, Dublin 12",standard,1/30/2022,325000,2,1,Terrace,72,Buy,19,D2,-9.150427,54.109754
"119 Ratoath Road, Cabra, Dublin 7",standard,1/30/2022,350000,2,1,Terrace,70,Buy,13,D1,-6.330281,52.23602
"24 Lapwing, Barnageeragh Cove, Skerries, Co. Dublin",standard,1/11/2022,650000,4,4,Detached,162,Buy,16,E1,-9.053242,53.270701
"35 Greenmount Road, Terenure, Terenure, Dublin 6",standard,1/11/2022,885000,4,3,Semi-D,153,Buy,15,D1,-9.116024,53.272625
"12A Greenville Court, Stradbrook Road, Blackrock, Co. Dublin",standard,1/30/2022,345000,2,1,Apartment,67,Buy,27,C3,-9.127156,53.258598
"18 Allendale Terrace, Clonsilla, Dublin 15",standard,1/30/2022,400000,3,2,End of Terrace,124,Buy,31,D1,-6.913786,53.158674
"Apartment 16, Woodside Hall, Ticknock Park, Ticknock Hill, Sandyford, Dublin 18",standard,1/11/2022,360000,2,2,Duplex,73,Buy,6,D2,-7.802109,52.679545
"Apartment 44, The Stockyard, The Steelworks, Dublin 1",standard,1/11/2022,340000,2,2,Apartment,57,Buy,17,C3,-6.222472,53.263075
"29 Myrtle House, Longfield Road, The Coast, Baldoyle, Dublin 13",standard,1/28/2022,299950,3,3,Duplex,98,Buy,11,D2,-6.287706,53.389625
"17 the Tramyard, Inchicore, Dublin 8",standard,1/29/2022,175000,1,1,Apartment,40,Buy,20,D1,-8.198692,51.858614
"15 Dalriada Park, Knocklyon, Dublin 16",standard,1/12/2022,520000,4,3,Terrace,120,Buy,0,D1,-9.080927826,53.27421686
"Apartment 217, Neptune House, Bellevue, Islandbridge, Dublin 8",standard,1/18/2022,380000,2,1,Apartment,66,Buy,8,C1,-6.3753,53.286428
"Apt.180, The Timber Mill, Artane, Dublin 5",standard,1/28/2022,275000,2,1,Apartment,84,Buy,9,D1,-6.300711,53.307912
"38 Beechfield Heights, Clonee, Clonee, Dublin 15",standard,1/28/2022,274950,2,1,Terrace,165,Buy,53,B2,-6.22144,53.296859
"The Cottage, Saint Joseph's Avenue, Lusk, Co. Dublin",standard,1/26/2022,210000,2,1,Bungalow,55,Buy,32,B3,-6.22511,53.285436
"101 The Kilns, Station Road, Portmarnock, Co. Dublin",standard,1/28/2022,305000,2,2,Apartment,62,Buy,21,SI_666,-8.468700573,53.31599136
"43 Stonebridge Avenue, Clonsilla, Clonsilla, Dublin 15",standard,1/28/2022,269950,3,1,Semi-D,96,Buy,17,C3,-6.41998,53.320471
"48 Mountain View Drive, Churchtown, Churchtown, Dublin 14",standard,1/11/2022,395000,3,1,Terrace,71,Buy,21,D1,-8.655227,52.662125
"99 Woodview Heights, Lucan, Co. Dublin",standard,1/11/2022,325000,3,1,Semi-D,86,Buy,12,B2,-7.24536,52.656369
"44 South Lotts Road, Ringsend, Dublin 4",standard,1/27/2022,425000,3,1,Terrace,72,Buy,19,G,-8.475802,51.906142
"62A Glasnevin Avenue, Glasnevin, Dublin 11",standard,1/28/2022,525000,3,4,Detached,137,Buy,15,SI_666,-7.879561,52.614626
"15 Butlers Court, Block D, John Rogerson's Quay, Dublin 2",standard,1/30/2022,500000,2,1,Apartment,92,Buy,16,SI_666,-6.336168,53.33166
"44 Sarsfield Park, Lucan, Co. Dublin",standard,1/28/2022,295000,3,1,Terrace,93,Buy,48,D2,-7.647571,55.037065
"6 Beechfield Meadows, Clonee, Clonee, Dublin 15",standard,1/28/2022,309950,3,3,End of Terrace,,Buy,7,SI_666,-6.392321,53.376619
"Apartment 34, The Elms, Blackrock, Co. Dublin",standard,1/25/2022,335000,1,1,Apartment,45,Buy,45,C2,-6.749901,53.062274
"Apartment 82, Seabury, Sydney Parade Avenue, Sandymount, Dublin 4",standard,1/26/2022,335000,1,1,Apartment,54,Buy,15,SI_666,-8.485773,51.907341
"Apartment 25, Block A, Smithfield Gate, Smithfield, Dublin 7",standard,1/11/2022,270000,1,1,Apartment,65,Buy,14,C2,-6.9051786,52.8380401
"Apartment 17, Trinity Square, Dublin 2",standard,1/12/2022,349500,2,1,Apartment,51,Buy,21,C1,-9.262676,52.312227
"17 The Walk, Woodpark, Ballinteer, Dublin 16",standard,1/28/2022,535000,3,1,Semi-D,102,Buy,22,D2,-8.644433,52.140558
"1A Robinhood Park, Long Mile Road, Walkinstown, Dublin 12",standard,1/11/2022,345000,3,1,Semi-D,71,Buy,18,E1,-6.40238,54.015708
"4 The Rise, Carrickmines Manor, Carrickmines, Dublin 18",standard,1/11/2022,495000,3,3,End of Terrace,,Buy,22,F,-8.24634,53.757257
"68 Thornfield Square, Clondalkin, Dublin 22",standard,1/28/2022,199000,2,2,Apartment,70,Buy,11,C3,-6.29833,53.341564
"96 Whitebarn Road Churchtown Dublin 14, Churchtown, Dublin 14",standard,1/29/2022,695000,5,2,Semi-D,150,Buy,17,F,-6.397931,54.00674
"Apartment 2, Shandon View, Connaught Street, Cabra, Dublin 7",standard,1/28/2022,170000,1,1,Apartment,34,Buy,9,XXX,-6.224388,53.299306
"181 Sarsfield Road, Dublin 10",standard,1/29/2022,295000,2,1,End of Terrace,68,Buy,20,C2,-7.32985,53.523687
"2 Herbert Avenue, Ballsbridge, Dublin 4",standard,1/28/2022,845000,4,1,Semi-D,188,Buy,6,G,-8.643517,52.142826
"9 Leopardstown Abbey, Carrickmines, Leopardstown, Dublin 18",standard,1/13/2022,550000,4,3,Detached,119,Buy,8,B3,-6.220693,53.260754
"155 Templeville Drive, Templeogue, Templeogue, Dublin 6W",standard,1/11/2022,649000,3,1,Semi-D,130,Buy,20,XXX,-8.62514,52.236705
"13 Eden Terrace, Glasthule, Co. Dublin",standard,1/28/2022,495000,2,1,Terrace,63,Buy,17,F,-9.26822,51.787995
"Apartment 5, 14 Elgin Road, Ballsbridge, Dublin 4",standard,1/30/2022,450000,1,1,Apartment,73,Buy,25,C2,-6.221773,53.363418
"24 Slade Castle Walk, Slade Castle, Saggart, Co. Dublin",standard,1/28/2022,235000,2,2,Apartment,69,Buy,19,B3,-6.293953,53.357187
"199 Palmerstown Woods, Clondalkin, Clondalkin, Dublin 22",standard,1/28/2022,295000,3,1,Semi-D,89,Buy,24,C1,-6.425744,53.401165
"6 Huxley Crescent, Cork Street, Dublin 8",standard,1/10/2022,399950,3,1,Semi-D,175,Buy,7,D1,-7.494914,53.276584
"63 Haddington Road Ballsbridge Dublin 4, Ballsbridge, Dublin 4",standard,1/29/2022,975000,4,3,End of Terrace,188,Buy,20,G,-8.948197,52.844598
"120 Whitebarn Road, Churchtown, Churchtown, Dublin 14",standard,1/28/2022,650000,3,3,Semi-D,159,Buy,9,D1,-8.297339,53.963299
"170 Kiltipper Gate, Tallaght, Tallaght, Dublin 24",standard,1/27/2022,230000,2,2,Apartment,73,Buy,11,C3,-6.249282,53.30905
"33 Emmet Road, Kilmainham, Dublin 8",standard,1/29/2022,295000,1,2,Terrace,106,Buy,16,D2,-6.460727,52.339513
"59 Granville Road, Blackrock, Co. Dublin",standard,1/25/2022,1195000,7,3,Detached,260,Buy,24,C3,-6.572696,52.51412
"105 Parkgate Place, Parkgate Street, Islandbridge, Dublin 8",standard,1/28/2022,298000,1,1,Apartment,50,Buy,9,SI_666,-8.73936,53.893773
"2 Drummartin Close, Kilmacud, Co. Dublin",standard,1/30/2022,850000,5,1,Semi-D,145,Buy,21,C3,-6.299047,53.405299
"7 Beechwood Road Ranelagh Dublin 6, Ranelagh, Dublin 6",standard,1/29/2022,1295000,4,1,Terrace,182,Buy,15,C1,-8.627608,52.664009
"33 Cappagh Avenue, Finglas West, Finglas, Dublin 11",standard,1/26/2022,245000,3,1,Semi-D,83,Buy,26,D1,-7.453074,55.13315
"20 Barrow House, Custom House Square, IFSC, Dublin 1",standard,1/30/2022,525000,3,2,Apartment,95,Buy,4,SI_666,-10.32918969,52.23114225
"62 Greenlea Road, Terenure Road North, Terenure, Dublin 6",standard,1/10/2022,895000,4,2,Semi-D,135,Buy,12,XXX,-7.304346,53.035504
"10 The Kilns, Station Road, Portmarnock, Co. Dublin",standard,1/10/2022,625000,4,4,Terrace,172,Buy,11,C1,-6.3176346,53.3959603
"16 Glenville Lawn, Clonsilla, Dublin 15",standard,1/28/2022,525000,4,2,Semi-D,146,Buy,28,E2,-8.32685,51.852139
"1A Maple Close, Castleknock, Castleknock, Dublin 15",standard,1/29/2022,695000,4,3,Detached,168,Buy,49,C3,-7.242171,52.458185
"11 Clonard Road, Crumlin, Dublin 12",standard,1/29/2022,495000,3,3,Terrace,120,Buy,21,B3,-6.187549,53.584358
"Apartment 45, Shrewsbury, Donnybrook Castle, Donnybrook, Dublin 4",standard,1/8/2022,425000,2,1,Apartment,60,Buy,16,D1,-6.498251,53.475494
"128 BLOCK 10, Marina Village, Malahide, Co. Dublin",standard,1/13/2022,315000,2,1,Apartment,120,Buy,15,C2,-7.584377,52.718722
"Apartment 81, Annia Livia, Viking Harbour Apartments, Dublin 8",standard,1/25/2022,265000,2,1,Apartment,48,Buy,21,C1,-6.216583,53.278028
"12 Eblana Avenue, Dun Laoghaire, Co. Dublin",standard,1/25/2022,675000,4,2,Terrace,160,Buy,13,C2,-6.258349,53.353989
"35 Churchwell Avenue, Belmayne, Balgriffin, Dublin 13",standard,1/30/2022,345000,3,3,Terrace,127,Buy,14,C1,-8.587961,51.928852
"10 Hermitage Road, Lucan, Co. Dublin",standard,1/30/2022,360000,3,2,Semi-D,94,Buy,18,C2,-6.224459,53.27934
"35 Woodbank, Shankill, Shankill, Dublin 18",standard,1/12/2022,750000,4,3,Terrace,162,Buy,18,C2,-6.81756,53.910066
"5 Rugby Road, Ranelagh, Ranelagh, Dublin 6",standard,1/28/2022,670000,3,1,Terrace,100,Buy,21,D1,-6.2537047,53.373896
"12 Saint Maelruan's Courtyard, Tallaght, Dublin 24",standard,1/27/2022,195000,1,1,Apartment,44,Buy,16,E2,-9.062354,52.060371
"12 Wellmount Park, Finglas West, Finglas, Dublin 11",standard,1/25/2022,425000,5,2,Semi-D,,Buy,27,D2,-8.4683859,52.5481139
"Parkwest Point, Parkwest, Clondalkin, Dublin 22",standard,1/29/2022,215000,2,2,Apartment,80,Buy,29,B3,-7.758634,52.4137
"12 Grattan Lodge, The Hole In the Wall Road, Donaghmede, Dublin 13",standard,1/27/2022,450000,3,3,Semi-D,118,Buy,17,D1,-6.207094,53.451727
"Apartment 27, The Locks, Grand Canal Dock, Dublin 2",standard,1/28/2022,675000,3,2,Apartment,82,Buy,13,C2,-8.94835,53.343164
"63 Watson Avenue, Killiney, Co. Dublin",standard,1/28/2022,575000,4,1,Semi-D,123,Buy,8,F,-6.232106,53.291903
"14 Camac Way, Kilmainham, Dublin 8",standard,1/29/2022,245000,1,1,Apartment,50,Buy,10,D2,-8.469188,54.286176
"52 Collins Drive, Finglas East, Finglas, Dublin 11",standard,1/27/2022,280000,3,1,Terrace,73,Buy,3,D1,-9.521698,52.067057
"Apartment 6, 39/40 Dorset Street Upper, Dublin 1",standard,1/26/2022,290000,2,1,Apartment,73,Buy,11,D1,-6.298356,53.363352
"342 Kimmage Road Lower, Kimmage, Dublin 6W",standard,1/30/2022,495000,1,1,Bungalow,84,Buy,13,E2,-6.281354,53.345656
"2 Leinster Crescent, Old Dublin Road, Carlow Town, Co. Carlow",standard,1/30/2022,475000,4,2,Townhouse,99,Buy,17,D1,-9.598835,51.859956
"32 Findlater Street, Glasthule, Co. Dublin",standard,1/7/2022,425000,1,1,Terrace,40,Buy,14,D2,-9.766856,51.890255
"5 Dundela Avenue, Sandycove, Co. Dublin",standard,1/7/2022,1050000,4,2,Semi-D,125,Buy,53,A3,-7.325866782,53.03804795
"35 Virginia Hall, Belgard Square, Tallaght, Dublin 24",standard,1/30/2022,190000,2,2,Apartment,82,Buy,32,SI_666,-6.904374,52.732677
"4&4A Fortfield Court, Fortfield Rd, Terenure, Dublin 6",standard,1/28/2022,495000,1,1,Apartment,84,Buy,17,C1,-6.862974,53.284807
"10 Ardilea Downs, Mount Anville Road, Goatstown, Dublin 14",standard,1/21/2022,1025000,3,3,Detached,165,Buy,48,E2,-7.244043,52.658065
"1 Hazelbrook, Upper Kilmacud Road., D14AK76, Dundrum, Dublin 14",standard,1/21/2022,445000,2,2,Apartment,82,Buy,23,C2,-7.291171,53.675317
"68 Block D, Martins Row The Island, Chapelizod, Dublin 20",standard,1/28/2022,345000,3,1,Apartment,140,Buy,13,C3,-8.382345,51.815939
"9 Bracken Park, Castleknock, Dublin 15",standard,1/7/2022,820000,4,3,Semi-D,160,Buy,16,C2,-7.876036,53.919089
"19 Mill Court Drive, Clondalkin, Dublin 22",standard,1/30/2022,289950,3,1,Terrace,96,Buy,11,D1,-6.5272305,53.1733114
"42 La Touche Drive, Bluebell, Bluebell, Dublin 12",standard,1/6/2022,274950,3,1,Terrace,95,Buy,26,C3,-6.066196,53.127818
"16 The Orchard, Carpenterstown Road, Castleknock, Dublin 15",standard,1/28/2022,249000,2,1,Apartment,250,Buy,37,B3,-7.289998,52.206513
"35 Kickham Road, Inchicore, Inchicore, Dublin 8",standard,1/29/2022,345000,3,1,Terrace,80,Buy,43,C1,-6.264598,53.31542
"Apartment 159, Burnell Court, Mayne River Street, Balgriffin, Dublin 13",standard,1/28/2022,265000,2,2,Apartment,225,Buy,42,B3,-8.043818,53.992111
"26 Saint James's Court, Kilmainham, Dublin 8",standard,1/29/2022,275000,2,1,Apartment,57,Buy,20,SI_666,-6.245539,53.358913
"23 Willie Nolan Road, Baldoyle, Dublin 13",standard,1/30/2022,385000,2,1,Semi-D,94,Buy,16,B3,-9.599097,53.343463
"8 Roebuck Hall, The Palms, Clonskeagh, Dublin 14",standard,1/30/2022,285000,1,1,Apartment,53,Buy,20,C3,-7.233472,55.299693
"28 Thomas Davis Street West, Inchicore, Inchicore, Dublin 8",standard,1/29/2022,295000,3,2,End of Terrace,88,Buy,11,C3,-6.949291,52.396677
"61 Annadale Drive, Whitehall, Dublin 9",standard,1/28/2022,445000,3,1,Terrace,174,Buy,52,XXX,-8.6279875,52.6681727
"Apartment 14 Dargle House, Custom House Square, Dublin 1",standard,1/28/2022,495000,3,2,Apartment,96,Buy,13,E2,-8.844042,53.507241
"5 Slaney House, Custom House Square, IFSC, Dublin 1",standard,1/28/2022,365000,2,1,Apartment,67,Buy,13,C1,-6.164066196,53.38020101
"89 Belarmine Plaza, Stepaside, Dublin 18",standard,1/30/2022,290000,2,1,Apartment,60,Buy,17,C2,-6.258741,53.366242
"55 St Mary's Road, East Wall, Dublin 3",standard,1/30/2022,375000,3,3,Terrace,104,Buy,22,B3,-6.238135,53.35639
"26 Clontarf Road, Clontarf, Clontarf, Dublin 3",standard,1/6/2022,825000,3,3,Semi-D,129,Buy,11,C2,-6.109157,53.127356
"14 Chapelwood View, Hollystown, Hollystown, Dublin 15",standard,1/28/2022,449950,5,4,Semi-D,96,Buy,22,D1,-6.194812,53.610052
"27 Blackhorse Grove, North Circular Road, Cabra, Dublin 7",standard,1/28/2022,299950,4,1,Terrace,162,Buy,31,B1,-6.151972,53.381646
"16 Great Western Villas, Phibsborough, Phibsborough, Dublin 7",standard,1/28/2022,324950,2,1,Terrace,85,Buy,10,C3,-6.242574,53.349794
"117 Erris Square, Blanchardstown, Dublin 15",standard,1/28/2022,249950,2,1,Apartment,137,Buy,33,D1,-8.477363,51.90315
"12 Hansfield, Clonee, Clonee, Dublin 15",standard,1/28/2022,389950,3,3,Semi-D,130,Buy,15,D2,-8.498845,51.881955
